Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal_Price,Price_Date
588,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,15-May-18
589,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,15-May-17
590,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,15-May-16
591,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,15-May-15
592,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,15-May-13
593,Bhatinda,Maur,Wheat,Other,FAQ,1100,1140,1100,15-Jun-13
594,Bhatinda,Maur,Wheat,Other,FAQ,1625,1625,1625,15-Apr-20
595,Bhatinda,Maur,Wheat,Other,FAQ,1525,1525,1525,15-Apr-19
596,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,15-Apr-16
597,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,15-Apr-13
598,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,14-May-18
599,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,14-May-17
600,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,14-May-16
601,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,14-May-15
602,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,14-May-13
603,Bhatinda,Maur,Wheat,Other,FAQ,1100,1105,1100,14-Jun-13
604,Bhatinda,Maur,Wheat,Other,FAQ,1625,1625,1625,14-Apr-20
605,Bhatinda,Maur,Wheat,Other,FAQ,1525,1525,1525,14-Apr-19
606,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,14-Apr-13
607,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,13-May-18
608,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,13-May-17
609,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,13-May-16
610,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,13-May-15
611,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,13-May-13
612,Bhatinda,Maur,Wheat,Other,FAQ,1625,1625,1625,13-Apr-20
613,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,13-Apr-13
614,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,12-May-18
615,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,12-May-17
616,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,12-May-15
617,Bhatinda,Maur,Wheat,Other,FAQ,1625,1625,1625,12-Apr-20
618,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,12-Apr-16
619,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,11-May-18
620,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,11-May-17
621,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,11-May-16
622,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,11-May-15
623,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,11-May-13
624,Bhatinda,Maur,Wheat,Other,FAQ,1625,1625,1625,11-Apr-20
625,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,11-Apr-13
626,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,10-May-18
627,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,10-May-17
628,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,10-May-16
629,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,10-May-15
630,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,10-Apr-13
631,Bhatinda,Maur,Wheat,Other,FAQ,1280,1280,1280,09-Nov-15
632,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,09-May-18
633,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,09-May-17
634,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,09-May-16
635,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,09-May-15
636,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,09-May-13
637,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,09-Apr-13
638,Bhatinda,Maur,Wheat,Other,FAQ,800,900,850,08-Sep-15
639,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,08-May-18
640,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,08-May-17
641,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,08-May-16
642,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,08-May-15
643,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,08-May-13
644,Bhatinda,Maur,Wheat,Other,FAQ,1625,1625,1625,08-Apr-20
645,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,07-May-18
646,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,07-May-17
647,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,07-May-16
648,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,07-May-15
649,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,07-May-13
650,Bhatinda,Maur,Wheat,Other,FAQ,1525,1525,1525,06-May-19
651,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,06-May-18
652,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,06-May-17
653,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,06-May-14
654,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,06-May-15
655,Bhatinda,Maur,Wheat,Other,FAQ,1100,1130,1100,06-Jul-13
656,Bhatinda,Maur,Wheat,Other,FAQ,1625,1625,1625,06-Apr-20
657,Bhatinda,Maur,Wheat,Other,FAQ,1300,1500,1400,05-Nov-13
658,Bhatinda,Maur,Wheat,Other,FAQ,1525,1525,1525,05-May-19
659,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,05-May-18
660,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,05-May-17
661,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,05-May-16
662,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,05-May-15
663,Bhatinda,Maur,Wheat,Other,FAQ,1100,1140,1100,05-Jul-13
664,Bhatinda,Maur,Wheat,Other,FAQ,1525,1525,1525,04-May-19
665,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,04-May-18
666,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,04-May-17
667,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,04-May-16
668,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,04-May-15
669,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,04-May-13
670,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,04-Jun-15
671,Bhatinda,Maur,Wheat,Other,FAQ,1625,1625,1625,03-May-20
672,Bhatinda,Maur,Wheat,Other,FAQ,1525,1525,1525,03-May-19
673,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,03-May-16
674,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,03-May-15
675,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,03-May-13
676,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,03-Jun-15
677,Bhatinda,Maur,Wheat,Other,FAQ,1625,1625,1625,02-May-20
678,Bhatinda,Maur,Wheat,Other,FAQ,1525,1525,1525,02-May-19
679,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,02-May-17
680,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,02-May-16
681,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,02-May-15
682,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,02-May-13
683,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,02-Jun-15
684,Bhatinda,Maur,Wheat,Other,FAQ,1525,1525,1525,01-May-19
685,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,01-May-18
686,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,01-May-17
687,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,01-May-16
688,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,01-May-15
689,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,01-May-13
690,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,01-Jun-15
691,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,31-May-14
692,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,30-May-14
693,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,30-Apr-19
694,Bhatinda,Raman,Wheat,Other,FAQ,1350,1355,1350,30-Apr-16
695,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,30-Apr-14
696,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,30-Apr-13
697,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,29-Apr-19
698,Bhatinda,Raman,Wheat,Other,FAQ,1450,1455,1450,29-Apr-18
699,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,29-Apr-17
700,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,29-Apr-16
701,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,29-Apr-15
702,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,29-Apr-14
703,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,29-Apr-13
704,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,28-May-17
705,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,28-Apr-19
706,Bhatinda,Raman,Wheat,Other,FAQ,1400,1410,1400,28-Apr-17
707,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,28-Apr-16
708,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,28-Apr-15
709,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,28-Apr-14
710,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,28-Apr-13
711,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,27-May-14
712,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,27-Apr-19
713,Bhatinda,Raman,Wheat,Other,FAQ,1450,1455,1450,27-Apr-18
714,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,27-Apr-17
715,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,27-Apr-17
716,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,27-Apr-15
717,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,27-Apr-14
718,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,27-Apr-13
719,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,26-May-14
720,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,26-Apr-19
721,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,26-Apr-17
722,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,26-Apr-16
723,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,26-Apr-15
724,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,26-Apr-14
725,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,26-Apr-13
726,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,25-May-15
727,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,25-May-14
728,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,25-Apr-19
729,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,25-Apr-17
730,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,25-Apr-16
731,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,25-Apr-15
732,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,25-Apr-14
733,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,24-May-17
734,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,24-May-15
735,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,24-May-14
736,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,24-Apr-19
737,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,24-Apr-17
738,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,24-Apr-16
739,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,24-Apr-15
740,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,24-Apr-14
741,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,23-May-17
742,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,23-May-15
743,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,23-May-14
744,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,23-Apr-19
745,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,23-Apr-17
746,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,23-Apr-16
747,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,23-Apr-15
748,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,23-Apr-14
749,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,23-Apr-13
750,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,22-May-17
751,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,22-May-15
752,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,22-Apr-19
753,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,22-Apr-17
754,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,22-Apr-16
755,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,22-Apr-14
756,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,22-Apr-13
757,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,21-May-17
758,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,21-May-16
759,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,21-May-15
760,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,21-May-14
761,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,21-Apr-19
762,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,21-Apr-17
763,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,21-Apr-16
764,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,21-Apr-14
765,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,21-Apr-13
766,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,20-May-17
767,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,20-May-16
768,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,20-May-14
769,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,20-Apr-19
770,Bhatinda,Raman,Wheat,Other,FAQ,1400,1410,1400,20-Apr-17
771,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,20-Apr-16
772,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,20-Apr-14
773,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,20-Apr-13
774,Bhatinda,Raman,Wheat,Other,FAQ,1450,1450,1450,19-May-18
775,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,19-May-17
776,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,19-May-15
777,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,19-May-14
778,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,19-Apr-19
779,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,19-Apr-17
780,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,19-Apr-16
781,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,19-Apr-14
782,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,19-Apr-13
783,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,18-May-17
784,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,18-May-15
785,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,18-May-14
786,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,18-Apr-19
787,Bhatinda,Raman,Wheat,Other,FAQ,1410,1410,1410,18-Apr-17
788,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,18-Apr-16
789,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,18-Apr-14
790,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,17-May-17
791,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,17-May-16
792,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,17-May-15
793,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,17-May-14
794,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,17-Apr-19
795,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,17-Apr-16
796,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,17-Apr-13
797,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,16-May-16
798,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,16-May-15
799,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,16-May-14
800,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,16-Apr-19
801,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,16-Apr-13
802,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,15-May-17
803,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,15-May-16
804,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,15-May-14
805,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,14-May-17
806,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,14-May-16
807,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,14-May-15
808,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,14-May-14
809,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,13-May-19
810,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,13-May-17
811,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,13-May-16
812,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,13-May-14
813,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,13-Apr-19
814,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,12-May-17
815,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,12-May-15
816,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,12-May-14
817,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,11-May-19
818,Bhatinda,Raman,Wheat,Other,FAQ,1450,1450,1450,11-May-18
819,Bhatinda,Raman,Wheat,Other,FAQ,1400,1410,1400,11-May-17
820,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,11-May-16
821,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,11-May-15
822,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,11-May-14
823,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,10-May-19
824,Bhatinda,Raman,Wheat,Other,FAQ,1450,1450,1450,10-May-18
825,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,10-May-17
826,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,10-May-15
827,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,10-May-14
828,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,09-May-19
829,Bhatinda,Raman,Wheat,Other,FAQ,1450,1450,1450,09-May-18
830,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,09-May-17
831,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,09-May-16
832,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,09-May-15
833,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,09-May-14
834,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,08-May-19
835,Bhatinda,Raman,Wheat,Other,FAQ,1400,1410,1400,08-May-17
836,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,08-May-16
837,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,08-May-14
838,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,07-May-19
839,Bhatinda,Raman,Wheat,Other,FAQ,1450,1450,1450,07-May-18
840,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,07-May-17
841,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,07-May-16
842,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,07-May-15
843,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,07-May-14
844,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,07-May-13
845,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,06-May-19
846,Bhatinda,Raman,Wheat,Other,FAQ,1450,1450,1450,06-May-18
847,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,06-May-17
848,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,06-May-16
849,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,06-May-18
850,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,06-May-14
851,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,06-May-13
852,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,05-May-19
853,Bhatinda,Raman,Wheat,Other,FAQ,1450,1450,1450,05-May-18
854,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,05-May-17
855,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,05-May-16
856,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,05-May-15
857,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,05-May-14
858,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,05-May-13
859,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,04-May-19
860,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,04-May-17
861,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,04-May-16
862,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,04-May-15
863,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,04-May-14
864,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,04-May-13
865,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,03-May-19
866,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,03-May-17
867,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,03-May-16
868,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,03-May-15
869,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,03-May-14
870,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,02-May-19
871,Bhatinda,Raman,Wheat,Other,FAQ,1450,1450,1450,02-May-18
872,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,02-May-17
873,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,02-May-16
874,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,02-May-15
875,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,02-May-14
876,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,01-May-19
877,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,01-May-17
878,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,01-May-16
879,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,01-May-15
880,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,01-May-14
881,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,01-May-13
882,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,30-Apr-20
883,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,30-Apr-19
884,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,30-Apr-18
885,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,30-Apr-13
886,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,29-May-15
887,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,29-Apr-20
888,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,29-Apr-19
889,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,29-Apr-18
890,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,29-Apr-17
891,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,29-Apr-13
892,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,28-Apr-20
893,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,28-Apr-17
894,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,28-Apr-15
895,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,28-Apr-13
896,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,27-Apr-20
897,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,27-Apr-19
898,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,27-Apr-17
899,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,27-Apr-15
900,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,27-Apr-13
901,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,26-Apr-20
902,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,26-Apr-19
903,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,26-Apr-18
904,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,26-Apr-17
905,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,26-Apr-15
906,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,26-Apr-13
907,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,25-Apr-19
908,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,25-Apr-18
909,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,25-Apr-17
910,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,25-Apr-15
911,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,25-Apr-13
912,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,24-Apr-19
913,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,24-Apr-18
914,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,24-Apr-17
915,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,24-Apr-15
916,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,24-Apr-13
