Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal_Price,Price_Date
1747,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,23-May-15
1748,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,23-Apr-20
1749,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1355,1350,23-Apr-16
1750,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,23-Apr-15
1751,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,23-Apr-13
1752,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,22-Apr-20
1753,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,22-Apr-19
1754,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,22-Apr-18
1755,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,22-Apr-15
1756,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,22-Apr-13
1757,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,21-May-17
1758,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,21-May-15
1759,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,21-Apr-20
1760,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,21-Apr-19
1761,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,21-Apr-18
1762,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,21-Apr-15
1763,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,21-Apr-13
1764,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,20-May-15
1765,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,20-Apr-20
1766,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,20-Apr-19
1767,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,20-Apr-16
1768,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,20-Apr-15
1769,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,20-Apr-13
1770,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,19-May-15
1771,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,19-Apr-20
1772,Bhatinda,Talwandi Sabo,Wheat,343,FAQ,1525,1525,1525,19-Apr-19
1773,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,19-Apr-16
1774,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,19-Apr-15
1775,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,19-Apr-13
1776,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,18-May-18
1777,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,18-Apr-20
1778,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,18-Apr-13
1779,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,17-May-15
1780,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,17-May-13
1781,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,17-Apr-20
1782,Bhatinda,Talwandi Sabo,Wheat,343,FAQ,1525,1525,1525,17-Apr-19
1783,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,17-Apr-16
1784,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,17-Apr-13
1785,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,16-May-18
1786,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,16-May-17
1787,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,16-May-15
1788,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,16-May-13
1789,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,16-Apr-20
1790,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,16-Apr-13
1791,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,15-May-17
1792,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,15-May-15
1793,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,15-May-13
1794,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,15-Apr-20
1795,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,15-Apr-13
1796,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,14-May-17
1797,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,14-May-15
1798,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,14-Apr-20
1799,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,14-Apr-13
1800,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,13-May-18
1801,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,13-May-17
1802,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,13-May-16
1803,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,13-May-15
1804,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,13-May-13
1805,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,13-Apr-13
1806,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,12-May-18
1807,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,12-May-16
1808,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,12-May-15
1809,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,12-May-13
1810,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,12-Apr-13
1811,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,11-May-18
1812,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,11-May-17
1813,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,11-May-16
1814,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,11-May-15
1815,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,11-May-13
1816,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,11-Apr-13
1817,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,10-May-19
1818,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,10-May-17
1819,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,10-May-16
1820,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,10-May-15
1821,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,10-May-13
1822,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,10-Apr-13
1823,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,09-May-18
1824,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,09-May-17
1825,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,09-May-16
1826,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,09-May-15
1827,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,08-May-17
1828,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1120,1120,1120,08-May-14
1829,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,08-May-13
1830,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,07-May-18
1831,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,07-May-17
1832,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,07-May-16
1833,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,07-May-15
1834,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,07-May-13
1835,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,06-May-19
1836,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,06-May-17
1837,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,06-May-16
1838,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,06-May-15
1839,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,06-May-13
1840,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,05-May-18
1841,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,05-May-17
1842,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,05-May-16
1843,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,05-May-15
1844,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,05-May-13
1845,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,04-May-20
1846,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,04-May-17
1847,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,04-May-16
1848,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,04-May-15
1849,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,04-May-13
1850,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,03-May-20
1851,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1400,1400,1400,03-May-17
1852,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1350,1350,1350,03-May-16
1853,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,03-May-15
1854,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,03-May-13
1855,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1625,1625,1625,02-May-20
1856,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1525,1525,1525,02-May-19
1857,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1450,1450,1450,02-May-18
1858,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,02-May-15
1859,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,02-May-13
1860,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1285,1285,1285,01-May-15
1861,Bhatinda,Talwandi Sabo,Wheat,Other,FAQ,1100,1100,1100,01-May-13
1862,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,30-Apr-19
1863,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,30-Apr-18
1864,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,30-Apr-16
1865,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,29-Apr-18
1866,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,29-Apr-17
1867,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,28-Apr-17
1868,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,28-Apr-16
1869,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,28-Apr-15
1870,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,27-Apr-20
1871,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,27-Apr-18
1872,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,27-Apr-17
1873,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,27-Apr-16
1874,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,27-Apr-15
1875,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,26-Apr-20
1876,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,26-Apr-19
1877,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,26-Apr-17
1878,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,26-Apr-16
1879,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,26-Apr-15
1880,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,25-Apr-20
1881,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,25-Apr-19
1882,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,25-Apr-17
1883,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,25-Apr-15
1884,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,24-Apr-20
1885,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,24-Apr-19
1886,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,24-Apr-18
1887,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,24-Apr-16
1888,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,24-Apr-15
1889,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,23-Apr-20
1890,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,23-Apr-19
1891,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,23-Apr-18
1892,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,23-Apr-16
1893,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,23-Apr-15
1894,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,22-May-15
1895,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,22-Apr-20
1896,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,22-Apr-19
1897,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,22-Apr-18
1898,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,22-Apr-17
1899,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,22-Apr-15
1900,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,21-Apr-20
1901,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,21-Apr-19
1902,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,21-Apr-18
1903,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,21-Apr-15
1904,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,20-Apr-20
1905,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,20-Apr-19
1906,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,20-Apr-16
1907,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,20-Apr-15
1908,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,19-May-15
1909,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,19-Apr-20
1910,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,19-Apr-19
1911,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,19-Apr-16
1912,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,19-Apr-15
1913,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,18-May-18
1914,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,18-May-17
1915,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,18-Apr-20
1916,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,18-Apr-17
1917,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,18-Apr-16
1918,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,17-Apr-20
1919,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,17-Apr-19
1920,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,17-Apr-17
1921,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,17-Apr-16
1922,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,15-May-15
1923,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,13-May-17
1924,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,13-May-16
1925,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,13-May-15
1926,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,12-May-16
1927,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,12-May-15
1928,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,11-May-18
1929,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,11-May-17
1930,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,11-May-15
1931,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,10-May-15
1932,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,09-May-18
1933,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,09-May-17
1934,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,09-May-16
1935,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,09-May-15
1936,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,08-May-18
1937,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,08-May-17
1938,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,08-May-15
1939,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,07-May-17
1940,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,07-May-16
1941,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,07-May-15
1942,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,06-May-20
1943,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,06-May-18
1944,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,06-May-17
1945,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,06-May-16
1946,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,06-May-15
1947,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1625,1625,1625,05-May-20
1948,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,05-May-19
1949,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,05-May-18
1950,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,05-May-17
1951,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,05-May-16
1952,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,04-May-18
1953,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,04-May-17
1954,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,04-May-15
1955,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,03-May-19
1956,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1400,1400,1400,03-May-17
1957,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1350,1350,1350,03-May-16
1958,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,03-May-15
1959,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1525,1525,1525,02-May-19
1960,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,02-May-18
1961,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,02-May-15
1962,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1450,1450,1450,01-May-18
1963,Bhatinda,Talwandi Sabo(Kot Fatta),Wheat,Other,FAQ,1285,1285,1285,01-May-15
1964,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1525,1525,1525,30-Apr-19
1965,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1450,1450,1450,30-Apr-18
1966,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,29-Apr-17
1967,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,28-Apr-17
1968,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,27-Apr-20
1969,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,26-Apr-20
1970,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1525,1525,1525,26-Apr-19
1971,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,26-Apr-17
1972,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,25-Apr-20
1973,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,25-Apr-17
1974,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,24-Apr-20
1975,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1450,1450,1450,24-Apr-18
1976,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,24-Apr-17
1977,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,23-Apr-20
1978,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1525,1525,1525,23-Apr-19
1979,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,22-Apr-20
1980,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1525,1525,1525,22-Apr-19
1981,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,21-Apr-20
1982,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1525,1525,1525,21-Apr-19
1983,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,21-Apr-17
1984,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,20-Apr-20
1985,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,19-Apr-20
1986,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1525,1525,1525,19-Apr-19
1987,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,18-Apr-20
1988,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,17-Apr-20
1989,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1525,1525,1525,17-Apr-19
1990,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,13-May-17
1991,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1450,1450,1450,11-May-18
1992,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,10-May-17
1993,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1625,1625,1625,05-May-20
1994,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1525,1525,1525,05-May-19
1995,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1450,1450,1450,04-May-18
1996,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,03-May-17
1997,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1525,1525,1525,02-May-19
1998,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,02-May-17
1999,Bhatinda,Talwandi Sabo(Shekhupura),Wheat,Other,FAQ,1400,1400,1400,01-May-17
